channel,content,date,title,url
companies,初创车企蔚来汽车计划赴美上市，2018年底，将首次公开募股（IPO）筹集20亿美元（约合人民币127亿元）。蔚来汽车正在招聘10家投资银行为IPO做财务准备。一位投资界人士向财新记者透露上述信息。 蔚来汽车成立于2014年，至今已完成五轮融资，融资总额150亿元左右。2017年12月，蔚来汽车上市首款量产车蔚来ES8，计划于2018年4月下旬正式交付第一批用户，9月完成1万辆交付。,2018/3/10,蔚来汽车计划赴美上市 2018年底启动IPO,http://companies.caixin.com/2018-03-10/101219457.html
companies,联通整合混改资源，加快与阿里巴巴、腾讯的云服务合作。3月9日，中国联通（ 600050.SH ）副总经理梁宝俊在北京发布了云联网、云组网、云专线、云宽带等七项联通新服务，阿里巴巴、腾讯、中国工商银行等成为首批合作伙伴，将推动云端与网络一体化。 随着信息化的发展，企业大量数据上云。中国联通政企客户事业部总经理李广聚表示，这对网络负载能力和稳定性提出了更高的要求。对运营商来说，机会与挑战共存。,2018/3/9,中国联通推动云网协同 打通阿里云、腾讯云,http://companies.caixin.com/2018-03-09/101219297.html
opinion,中国股市现行的IPO标准是传统“工业版”，它“以大为美”，对新经济缺乏包容性，它将BAT拒之门外。然而，新时代资本市场必须服务新经济发展需要，否则，就会掉队落伍，就会被我国香港市场和NASDAQ边缘化。因此，重新构建多通道IPO标准，是我国股市适应新经济、提高IPO包容性的唯一选项。 纽约证交所（NYSE）世界上最大的主板，NASDAQ是世界上规模最大、最成功的创业板。创新与包容是纽约证交所与NASDAQ的工作准则和生命线。美股包容精神，是通过“大进大出”的IPO通道及退市通道，来表达对新经济、新技术、新产业、新业态的包容和支持，比方，它既能接受阿里巴巴“同股不同权”的特型股权架构，也能接受京东“亏损上市”的诉求，当然，它更能接受国外优秀企业来美国股市IPO，但美国人并不认为这是让外国企业“圈钱”，相反，他们认为这是为国内投资者谋福利。对国外企业尚且如此，对国内各种业态的中小企业就更不用说了。这既是一种制度的包容，更是一种市场的自信。 事实上，美股包容精神体现的正是“大浪淘沙”、“优胜劣汰”的市场法则。美股“上市易”的前提是监管严，上市公司必须诚信守法，否则退市，没有二选。因此，美股上市易，但退市更易。在美股退市中，约有一半为主动退市，约有一半为强制退市；在强制退市中，约有一半是通过投资者用脚投票、被“一美元退市法则”除牌的。这就是一种投资者成熟的制度自信。 有人经常会讲：你为什么总是拿美国与我们进行比较呢？道理很简单：比较当然不是为了照搬，而是为了超越。只有对比标杆、寻找差距，才能知己知彼，战无不胜。这是一种知耻而后勇、知不足而奋进的精神。 A股市场是一个新兴市场，但发展很快，不过，总有人以此为借口阻止市场化改革，他们认为A股就是（永远是）不成熟市场，不能借鉴发达国家成熟市场的做法！以注册制改革为例，他们盲目害怕“注册制”三个字，拒绝市场化改革，他们反对注册制的最简单而直白的理由就是“条件不具备”，这种不负责任的“理想主义”改革苛求，实际上就是一种不作为，他们追求四平八稳、得过且过，不愿改变落后的坏现状。 事实上，我们不可能像欧美市场那样再来一个百年自然演绎，我们必须站在前人的肩膀上，借鉴并吸收其合理成分，通过制度变革实现跨越式发展。中国的航天技术与经济发展正是这方面的成功典范。A股市场同样是股市，为什么不可以借鉴并吸纳欧美国家的合理成分，为我所用？ 目前，A股市场IPO体制仍是“工业版”模式，创业板与主板没有实质性区别，A股IPO标准强调“以大为美”，重块头重规模，侧重已有盈利水平，忽视中小企业的高成长性，否定轻资产型企业的重要价值，这使得像腾讯和阿里巴巴一样优秀的企业只能“出走”境外市场IPO，若长此以往，我们的A股市场将无法适应新时代、新经济发展的客观需要。因此，我们对A股IPO体制必须作出重大改变。 对于A股市场而言，IPO体制改革必须做出三大关键改变： 第一，降低盈利门槛，增大成长性考核重要性，将营收作为考核企业成长性的重要指标。 第二，借鉴NASDAQ及纽约证交所的经验，平行设立多通道IPO标准，以满足并支持各类业态企业发展。 第三，取消23倍发行市盈率“窗口指导”，恢复IPO定价的市场化。 这里，我们仅介绍NASDAQ多通道IPO标准，以期作为我国创业板IPO体制改革的借鉴与参考。 NASDAQ是世界上最大的创业板，也是最成功、最包容的创业板。它设立于1971年，目前有超过3500家上市公司，它们分别来自不同的35个国家。其中，来自中国的上市公司最多，目前超过175家，其次是加拿大为170家，第三名英国73家，第四名希腊34家。 附带说一句：中国的阿里巴巴一次性从美国纽交所IPO募资250亿美元，折合人民币1600亿元，但美国人并不认为这是“圈钱”，如果这事发生在A股市场，你会怎样想？ 在2005年之前，NASDAQ共有两个子市场：一是小市值市场（Small Cap Market）；二是全国市场（National Market）。2005年，小市值市场更名为NASDAQ资本市场（Capital Market），这一子市场的定位主要是为了满足小企业的筹资功能。本文称为“小型市值板”。2006年7月1日，全国市场更名为NASDAQ全球市场（Global Market），本文称为“中型市值板”；与此同时，NASDAQ还创设了全球精选市场（Global Select Market），它是全球市场的一个组成部分，但其IPO标准更高，本文称为“大型市值板”。 一、NASDAQ全球精选市场（大型市值板）四通道IPO标准 NASDAQ全球精选市场平行设定了四套IPO财务标准，只要发行人满足其中一套标准，就有可能获得IPO资格。 （一）IPO通道一：盈利标准 （1）税前利润 税前利润指标必须同时满足以下三个条件：前三个财年（fiscal years）没有亏损，并且前三个财年累计的税前利润不低于1100万美元；并且最近两个财年的税前利润均不低于220万美元。 （2）投标询价（Bid Price） 不低于4美元。 （二）IPO通道二：基于现金流的市值标准 （1）现金流要求 前三个财年的累计现金流净额不低于2750万美元；并且前三个财年现金流净额均不得为负数。 （2）市值要求 前12个月的平均市值不低于5.5亿美元。 （3）营业收入要求 上一年财年的营收不低于1.1亿美元。 （4）投票询价不低于4美元。 （三）IPO通道三：市值+营收标准 （1）市值要求 前12个月的平均市值不低于8.5亿美元。 （2）营收要求 前一个财年的营收不低于9000万美元。 （3）投标询价 不低于4美元。 （四）IPO通道四：资产+权益标准 （1）市值要求 市值不低于1.6亿美元。 （2）总资产要求 总资产不低于8000万美元。 （3）股东权益要求 股东权益不低于5500万美元。 （4）投标询价 不低于4美元。 由此可见，通道一是高盈利型企业的IPO标准；通道二是高营收IPO标准；通道三是高市值企业的IPO标准；通道四是重资产型企业的IPO标准。 发行人除了必须满足上述四个通道IPO财务标准中的任何一个外，还必须同时满足下列三个流动性要求： （1）持股超过100股的股东（Round Lot Shareholders）不少于450个；或者总股东（Total Shareholders）人数不少于2200个。 （2）公众持股（Publicly Held Shares）不少于125万股。 （3）公众持股市值（Market Value of Publicly Held Shares）不低于4500万美元。 二、NASDAQ全球市场（中型市值板）四通道IPO标准 NASDAQ全球市场同样平行设定了四套IPO标准，只要发行人满足其中一套标准，就有可能获得IPO资格。 （一）IPO通道一：税前利润标准 1. 税前主营利润 在最近一个财年，或在过去三个财年中两个财年税前主营利润不低于100万美元； 2. 股东权益不低于1500万美元； 3. 公众持股不低于110万股； 4. 公众持股市值不低于800万美元； 5. 投标询价不低于4美元； 6. 持股超过100股的股东不少于400个； 7. 做市商不少于3个。 （二）IPO通道二：权益标准 1. 股东权益不低于3000万美元； 2. 公众持股不低于110万股； 3. 公众持股市值不低于800万美元； 4. 投标询价不低于4美元； 5. 持股超过100股的股东不少于400个； 6. 做市商不少于3个。 7. 营运历史不少于2年。 （三）IPO通道三：市值标准 1. 市值不低于7500万美元； 2. 公众持股不低于110万股； 3. 公众持股市值不低于2000万美元； 4. 投标询价不低于4美元； 5. 持股超过100股的股东不少于400个； 6. 做市商不少于4个。 （四）IPO通道四：总资产+总营收标准 1. 总资产不低于7500万美元；而且最近财年或过去三个财年中有两个财年总营收不低于7500万美元。 2. 公众持股不低于110万股； 3. 公众持股市值不低于2000万美元； 4. 投标询价不低于4美元； 5. 持股超过100股的股东不少于400个； 6. 做市商不少于4个。 三、NASDAQ资本市场（小型市值板）三个通道IPO标准 NASDAQ资本市场平行设定了三套IPO标准，只要发行人满足其中一套标准，就有可能获得IPO资格。 （一）IPO通道一：权益标准 1. 股东权益不低于500万美元； 2. 公众持股市值不低于1500万美元； 3. 营运历史不少于2年； 4. 公众持股不少于100万股； 5. 持股超过100股的股东不少于300个； 6. 做市商不少于3个； 7. 投标询价不低于4美元；或收盘价不低于3美元。 （二）IPO通道二：市值标准 1. 股东权益不低于400万美元； 2. 公众持股市值不低于1500万美元； 3. 挂牌证券的市值不低于5000万美元； 4. 公众持股不少于100万股； 5. 持股超过100股的股东不少于300个； 6. 做市商（Market Makers）不少于3个； 7. 投标询价不低于4美元；或收盘价不低于2美元。 （三）IPO通道三：净利润标准 1. 股东权益不低于400万美元； 2. 公众持股市值不低于500万美元； 3. 在最近一个财年或最后三个财年中有两个财年的净利润不低于75万美元； 4. 公众持股不少于100万股； 5. 持股超过100股的股东不少于300个； 6. 做市商不少于3个； 7. 投标询价不低于4美元；或收盘价不低于3美元。 作者为武汉科技大学金融证券研究所所长、教授,2018/3/9,多通道IPO标准是怎样的,http://opinion.caixin.com/2018-03-09/101218985.html
topics,工业互联网不断升温，落地仍存挑战。3月7日，全国人大代表、浪潮集团董事长孙丕恕接受财新记者采访时表示，眼下互联网应用最广泛的仍是2C（消费者）端，如淘宝与微信，但如何将互联网与工业结合仍是难题。实体经济对人工智能、大数据等新技术的畏难情绪是障碍之一。 孙丕恕告诉财新记者，一些实体经济企业混淆了技术的研发与应用，误认为只有阿里巴巴、腾讯和百度（BAT）等互联网企业才能使用新技术。实际上，技术的应用对人才、投入的要求并不高，相当于更新工具，“就像原来用普通机床，现在用数控机床，（传统企业）就理解了。”,2018/3/8,孙丕恕：工业互联网卡在传统企业的畏难情绪,http://topics.caixin.com/2018-03-08/101218281.html
companies,新零售的战火在2018年开年尤为激烈。阿里的新零售试验正在进入深水区，其中一个方向是连接奢侈品牌的美妆产品线。在近日的“天猫金妆节”上，各大美妆品牌给天猫站台，公开了打通新零售的细节，包括品牌如何通过数据了解消费者喜好、依据明星带货能力挑选代言人，以及尝试在新的零售环境下，反向影响供应链路径等。背后还同步进行着天猫重新定位、组织架构的整合。 美妆品类是阿里的传统优势类目，近两年，天猫最重要的新客获取品类正是美妆洗护。 此前，国际品牌对电商态度谨慎，消费者对化妆品电商“正品”的疑虑，一直是包括亚马逊、阿里、京东在很长时间里都难以破解的阻碍。但在今年的“金妆节”上，财新记者观察到，上述情况有明显的改变趋势：三年前单个国际品牌在天猫有所尝试，去年高端美妆品牌接连上线，再到今年新零售的运营模式向全部商家推广，线上的数据精准营销逐步俘获了品牌商的认可。,2018/3/7,新零售|国际品牌关注中国消费市场变化 加速线上融合,http://companies.caixin.com/2018-03-07/101218209.html
topics,"在中国新经济企业“境内赚钱、境外分红”的尴尬局面下，建议引入CDR（中国存托凭证）制度，为中国资本市场提供更多的优秀投资标的。全国政协委员、九三学社中央常委、中投公司首席风险官赵海英在本次“两会”上提出了一份题为《引入CDR（中国存托凭证）  推进资本市场供给侧改革》的提案（附后）。 赵海英在2005年加入中投之前，在中国证监会工作，曾为规划委和发行监管部副主任。她2012年开始任中投公司执委，2015年任中投公司首席风险官。 两会开始前夕，证监会对“新经济”表现出前所未有的欢迎和拥抱姿态。证监会会同沪深交易所密集调研“BATJ”（百度、阿里巴巴、腾讯和京东）以及相关概念的企业，向它们伸出A股上市邀请的橄榄枝。 这一问题进而成为“两会”头几天的热门话题。证监会副主席阎庆民6日在参加政协经济界联组讨论后接受采访时，对海外新经济企业回归适合发行A股IPO还是采用CDR的方式回应称，CDR的方式更合适，这也是国际惯例。但他亦表示，新经济企业的认定标准还需要各部门研究确定。 就选择哪些新经济企业发行CDR，赵海英在接受财新记者采访时建议，有两类可考虑，一是那些在境外交易比较活跃、相对成熟的企业。 之所以选交易比较活跃的企业，是因为国外成熟市场上，有的股票不是很受投资者欢迎，交投不是很充分、比较冷淡，这种情况下其价格不能很好地反映这家企业的价值。选择交易比较充分的，意味着这家企业的市场认可度相对较高。 她指出，中国股市目前的投资者结构还不是非常好，定价能力还不是很强，常出现市场定价偏离企业真实价值的情况。因此有必要考虑此类企业。 另一类在她看来可以是那些未来准备在境外市场进行IPO的中国新经济企业。让他们在海外上市的同时在国内发CDR，这一做法的好处是，境内投资者可以享受一些首发的获益机会。新经济企业首发通常有较大的上涨，而前一类已在海外上市企业的价格已经交易很多年。 据财新记者了解，相关部门希望把筛选标准从10亿美元的“独角兽”估值阈值提高到50亿美元。这样，垂青的实为BATJ几家大巨头以及第二梯队如滴滴出行和美团点评等小巨头。（参见财新周刊2018年第9期封面报道“为独角兽开闸”） 赵海英认为，以10亿美元、50亿美元等估值阈值来选择哪些企业可引入CDR，未见得是最好的标准，有些独角兽并不一定永远是独角兽。还是应有所选择、适当优先考虑前述两类企业。 引入CDR，在一些人看来目前还存在一些技术问题，包括人民币无法完全自由兑换、监管分割、管辖区法律适用问题等。 在赵海英看来，一个比较重要的技术问题是，是否允许跨市场套利的选择和设计。如果允许，不同市场之间的价格就会拉得比较平，不会像A股和H股之间这样，有时会出现比较大的差价。 对于外界最关心的定价和价差问题，她举例表示，如果一家中国企业在美国市场的价格高于在中国市场的价格，那么有些人就可以在中国市场买了CDR后、注销掉，把券拿到美国市场去，以更高的价格卖掉。这样的套利行为如果在制度设计，以及具体环节可操作性上被允许，那么两边的价格自然会拉得比较平。 这一选择在她看来也是相对更进取的。好处在于，一家企业境内、外的定价会更接近，对国内了解和学习国际市场的定价也有帮助。 第二种方式是用一种更谨慎的方式，即不允许跨境的套利、流通。在这一选择下，发行完了，两边价格可能会出现差距。这种情况在初期阶段未尝不可，“但是我个人倾向于第一种方式”。她坦言。 虽然人民币还没有实现资本项下可兑换，但是第一种方式的开口，口子还是开在单一企业这一块，风险相对可控，而且对人民币资本项可兑换会有促进作用。她说。 不过，对于中国资本市场的改革重任，赵海英还是对财新记者强调，引入这些公司来治标无疑有帮助，但最终仍需要标本兼治。治本包括，培育机构投资者、加快养老金、退休金等长期资金的入市和专业化管理等。 只有这样，经过几年时间，“我们的投资者结构才会更完善、更成熟，未来才能不需要再面临我们现在所面临的标、本都需要治的情况”。她说，“因为如果投资者不能够自己去选择企业、为企业合理定价，我们就无法逃离审批的怪圈，整个发行市场的改革就很难往前推进，永远会面临像现在说的：必须是哪些企业可以让他来，而不是只要企业合格，他就可以发行，让市场来决定谁发得出去。” 附全国政协委员赵海英2018年两会提案： 引入CDR  推进资本市场供给侧改革 党的十九大报告指出,创新是引领发展的第一动力,是建设现代化经济体系的战略支撑。创新企业的发展与资本市场密不可分，资本市场的供给侧改革对创新企业至关重要。 纵观美国的谷歌、微软等高科技创新公司，其发展无不高度依赖资于资本市场的支撑。而我国资本市场对高科技企业的服务能力仍然不足，国内一大批优秀的高科技创新公司选择赴美或者香港上市，如阿里巴巴、京东、百度在美国上市，腾讯在香港上市。这一方面使得中国内地的投资者难以分享这些优秀高增长企业带来的投资机会，造成企业“境内赚钱、境外分红”的尴尬局面；也使得这些创新企业难以从中国获取融资，支持自身的发展。 高科技企业境内上市面临两个问题，一是在我国当前的《公司法》和《证券法》法律架构下，因为盈利门槛、VIE结构以及同股不同权等问题，境内上市融资面临法律障碍。拆除VIE结构对部分高科技企业来说，流程十分复杂，不容易操作。二是与成熟行业不同，高科技创新公司面临的不确定性更高，如何合理定价、避免过度投机炒作和金融风险，对投资者、投资银行、监管者都提出了更高的要求。需要到位的信息披露，同时更需要投资者有相应的专业知识和实践经验，以很好地对高科技创新企业进行判断和定价。 我国当前资本市场的投资者结构仍不合理：投资者不够多元化，机构投资者比例偏小；投资者期限结构偏短，缺少长期机构投资者；公募基金因为资金来源主要是个人投资者，投资行为有短期化和散户化的趋势；投资者风险偏好趋同。这种投资者结构下，羊群效应、暴涨暴跌、投机炒作难以避免，市场定价功能失真、市场资源配置功能扭曲。 投资者结构不合理，就好比盐碱地，无法生长出健硕的禾苗。不进行盐碱地改造，很多资本市场改革可能事与愿违，比如IPO发行，不是由市场决定发行成败、发行定价，长期依赖审批把关，就是因为投资者结构不够合理、市场不够成熟，落入“一抓就死、一放就乱“的怪圈，改革效果难以保障。即便修订相关法律法规，让高科技创新企业在国内资本市场直接上市融资，也可能因为资本市场的价格发现功能和公司治理功能短板，带来诸多乱象、问题、和风险。 在此背景下，建议在我国引入CDR（中国存托凭证）制度。所谓DR（存托凭证），也即Depository Receipts，是一种在一国证券市场发行的、代表境外上市公司有价证券的可转让凭证。摩根大通最早发明了存托凭证,由于在美国发行，其也被叫做ADR（AmericanDepository Receipts美国存托凭证）。之后ADR也逐渐成为美国境外企业赴美融资的主要方式，存托凭证的发行也成为全球的趋势，如欧洲发行的EDR等。我国的中国石油、中国石化等一大批企业也通过ADR方式赴美上市融资。存托凭证的持有人也是寄存部分股票的实际所有人，其拥有与境外股票持有人相同的权利。 引入CDR （中国存托凭证）有诸多优势： 第一，可以为我国资本市场提供更多的优秀投资标的。 第二，不需要高科技创新公司拆解VIE结构，不违背目前法律，比较容易操作。已在境外上市的高科技创新公司发行CDR简单易行，有国际先例可循。 即使尚未IPO的企业也可以在境外IPO的同时，在国内以相同价格发行CDR，使得国内投资者可以相同价格进行认购，享受首发红利。 第三，有利于机构投资者的发育和资本市场功能的完善，推进资本市场的供给侧改革。CDR制度可以帮助国内投资者逐渐熟悉高科技创新企业，了解国外发达市场的定价机制，积累实践经验，提升定价能力。这也为后续修订相关法律，为高科技创新企业直接在国内上市打好基础。 具体建议有几点：一是引入CDR机制。二是加快养老金、退休金等长期资金的入市和专业化投资管理，改善投资者结构。三是引入境外的优秀资产管理公司，提升我国资本市场对高科技企业定价能力，也为我国的机构投资者提供更好的观察和学习机会。",2018/3/7,中投赵海英：引入CDR 治标长期需治本,http://topics.caixin.com/2018-03-07/101217850.html
topics,2018年全国“两会”的头三天，支持优质创新型企业在国内上市融资成为会场内外最热闹的话题。不过在会场的另一些角落，一些代表、委员对新经济企业获得的“待遇”也表达了稍显保留的意见。 在3月5日下午举行的上海代表团全团审议上，全国人大代表、上海代表团有名的“犀利姐”樊芸接连向到会听取审议意见的证监会主席刘士余抛出四个问题，并现场喊话“刘主席能不能解答一下”。现场，刘主席笑而未语。 她的第三问为，“独角兽”企业回归A股成热点，快速通道之下，证监会有没有制定评价标准，什么样的企业算是“独角兽”企业？（参见财新周刊2018年第9期封面文章“为独角兽开闸”）,2018/3/6,多位两会代表委员建言 对新经济企业支持应审慎适度,http://topics.caixin.com/2018-03-06/101217551.html
topics,“平台是数字经济时代的主要组织形式。目前全球市值最高的前五家公司都是平台企业，这意味着世界经济正在超越工厂、公司等经济组织形态，进入平台经济时代。”为此，长期从事行政法学研究的全国政协委员朱新力在本次“两会”上提出了一份题为《促进建设普惠、包容、开放的生态型平台经济体》的提案。他建议，应加强对数字经济研究，尤其要加强对数字经济反垄断理论的研究，以及贯彻审慎监管、谦抑执法的反垄断执法理念。,2018/3/6,朱新力委员：建议对平台垄断问题加强研究,http://topics.caixin.com/2018-03-06/101217455.html
companies,阿里巴巴（NYSE：BABA）去年11月宣布入股经营大润发卖场的高鑫零售（06808.HK），双方合作发展“淘宝到家”。 大润发中国主席黄明端3月5日表示，预计今年6月底完成“淘宝到家”的系统测试，并在年底前完成门店改造，接入全线近500间卖场。 黄明端在高鑫零售2017年全年业绩会上表示，卖场改造涉及门店POS支付系统、吊挂系统、自动结账、WI-FI及PDI（售前检查）等，以数字化方式全面打通会员、支付和库存各环节。改造将从华东地区开始，江苏省苏州市的两间卖场会在3月6日率先接入“淘宝到家”系统。,2018/3/5,高鑫零售：年底前全线卖场接入“淘宝到家”,http://companies.caixin.com/2018-03-05/101217274.html
opinion,近年来，中国新经济快速发展超出预期，移动支付、大数据、云计算、“互联网+”等带动产业革命与产品创新。然而可以观察到，现有统计往往是适用于传统商业模式，并大多以法人单位（包括企业、事业行政单位）和个体经营户为主要调查对象。对新产业、新业态、新型商业模式等统计有所遗漏，同样容易造成GDP的低估。 在笔者看来，近两年中国新周期与旧模式并行，新经济的蓬勃发展或在统计中被忽视，未来应尽快就新经济的统计进行修正与改进，以使统计数据更准确地反映经济运行情况，为政策决策提供依据。 经济的四个重要特征 虽然新经济一词已被广泛应用，但对其具体内涵仍然莫衷一是。一般认为，新经济主要指的是当前伴随着技术的发展与进步，出现的新产业、新业态、新型商业模式的变化。在笔者看来，新经济主要具有如下四重特征。 一是互联网是核心基础设施。伴随着科技进步，互联网的功能已经远超信息交互的功能，云计算、大数据、互联网金融、移动支付均离不开互联网作为载体，互联网已成为新经济时代核心的基础设施。例如，移动支付广泛应用的网上购物、网上物品交换、收发红包馈赠或慈善捐助等领域，都无法离开互联网的支持。来自工信部的数据显示，截至2017年6月，全国手机上网用户总数已达11亿户，第三方移动支付的渗透率高达90.8%。 二是数据成为核心资源。有别于石油、矿产等传统资源，产生于人类社会各种经济活动中的数据资源在新经济时期变得越来越有价值。通过记录个人的行为习惯与偏好，可以产生极强的经济效益和价值。例如，通过滴滴打车软件的使用可以分析居民出行信息，助力智慧交通；而大数据也并非孤岛，一旦做到银行、企业、消费等各种数据的共享，就可以实现人的行为的充分数据化，进而判断出个人违约概率，可为个人金融贷款定价提供支持。 三是共享无处不在。与数据变成宝贵资源类似，共享的概念虽然也早已存在，但在早前只是存在于熟人之间，并未产生较多社会经济价值。然而，由于互联网、移动技术的发展，资源共享的成本显著降低，大量的闲置资源能够通过所谓的共享经济模式被充分调动，极大地提高了经济运行的效率。根据《中国分享经济发展报告2017》显示，2016年我国分享经济市场交易额约为3.4万亿元，同比增长103%。未来几年分享经济仍将保持年均40%左右的高速增长，到2020年分享经济交易规模占GDP比重将达到10%以上，到2025年攀升到20%左右。 四是产业融合已然加速。在“互联网+”浪潮的席卷之下，传统行业纷纷寻求与互联网技术的深度融合，并尝试探索新的商业模式。例如，传统的家电行业，随着爱奇艺、小米和阿里巴巴等互联网企业的加入，与互联网的融合迅速加深，电视已不只是用于收看电视节目，而是可以随意连接家庭内部的智能设备，任意浏览网络上的资源，安装任何所需要的软件，集家庭控制中心、电脑、游戏机等越来越多的功能于一体。 经济贡献日益明显 在新经济蓬勃发展的同时，不难发现，其对中国经济的带动作用也在日益提升。 第一，战略性新兴产业的快速成长。截至2017年11月，高技术产业和装备制造业增加值同比分别增长13.5%和11.4%，增速分别比规模以上工业快6.9和4.8个百分点。2017年上半年，工业中包括节能环保产业、新一代信息技术、生物产业、高端装备制造业、新能源产业、新材料产业、新能源汽车在内的战略性新兴产业增加值同比增长10.8%，高于全部规模以上工业3.9个百分点。 第二，新产品的增长远远领先于传统产品。近五年，中国机器人产业规模保持20%的高速增长。2017年1-10月，中国工业机器人产量首次突破10万台，同比增长近70%，预计全年中国工业机器人产量将突破12万台，规模约占全球产量的三分之一。2017年1-11月，新能源汽车产量同比增长46.5%；运动型多用途乘用车（SUV）产量增长9.4%。2017年1-10月，太阳能电池产量增长25.3%，增速均远超传统产品。 第三，新兴服务行业快速成长。根据国家统计局对规模以上服务业企业的调查结果，2017年1-10月份，战略性新兴服务业、生产性服务业和科技服务业营业收入同比分别增长17.5%、14.9%和14.6%，分别快于全部规模以上服务业3.8、1.2和0.9个百分点。 第四，网上零售屡创新高。2017年前三季度，全国网上零售额增长34.2%。其中，实物商品网上零售额增长29.1%；非实物商品网上零售额增长34.2%。而同期社会零售总额均在10%左右。阿里巴巴的“双十一”屡屡打破纪录，2017年天猫“双十一”的成交金额达到1682亿元，全天支付总笔数达到14.8亿笔，全天物流订单达8.12亿个，交易覆盖全球225个国家和地区，再创新高。 经济的统计仍有遗漏 上述统计数据显示新经济发展欣欣向荣，以及在传统经济下行压力较大的背景下新经济对中国经济的提升作用，然而，在笔者看来，鉴于现有统计制度主要是建立在传统业态以及大多以法人单位（包括企业、事业行政单位）和个体经营户为主要调查对象，对新经济的统计仍然不足，其对中国经济的贡献以及GDP可能存在一定程度的低估。 一是新经济下，诸多商品和服务价值或有低估。诚如国家统计局前副局长许宪春提出，目前，许多网站向居民提供大量免费或价格非常低廉的服务，包括信息服务（商品信息、旅游信息、医疗信息）、通信服务、音乐服务等，其主要通过在线广告从企业获得收入，这使居民关于网站提供的服务的最终消费被忽略或被严重低估。例如，通过即时通讯软件，人们随时随地进行日常交流、买卖服务和工作沟通；通过导航软件，出行人自动规划路线、躲避拥堵；通过视频软件，获得电视、电影节目的观看。然而，不难发现上述商品和服务的价格通常都很低甚至免费提供，原因在于商业模式的改变，通过集聚流量与口碑换取可观的广告收入、赞助等增值收入，这部分很难由现有统计口径体现。 二是共享经济让闲置资源流通的同时，也令消费者与商品服务提供者之间的界限变得更加模糊。例如，当居民利用网络平台在上下班途中为他人提供“顺风车”服务，或者在度假远行时将自己的房屋短租给他人，抑或在购物时顺便帮他人跑腿代办一些事项，从而收取相应费用，此时该居民就既可能是消费者也可能是服务或商品的提供者，其用以提供服务的汽车和房屋，也兼具了消费品和投资品的双重属性，如何衡量这部分增加值，对于传统统计而言是个不小挑战。 三是新经济可能促进就业市场数据的改变。最显著的变化是，传统的以工作单位为核心的劳动雇佣关系，正在转变为以工作任务为导向的新型劳动关系。互联网平台的兴起，提高了商品服务提供者和消费者的匹配效率，缩短了二者之间的距离，各种定制化、个性化的消费升级也增加了一对一服务的需求。然而，与此同时也使得雇佣关系更加不依赖于工作单位和地点的束缚，非正式、兼职、不固定甚至临时性的工作任务越来越多，这无疑增加了就业和收入统计信息准确的难度。 四是互联网金融便捷了金融服务，但也对金融统计和监管造成了挑战。首先，互联网金融的快速发展，使得一些未取得牌照、没有在金融监管部门备案或者利用监管套利违规经营的行为，没有被纳入监管部门的统计和监测之中，但实际上也提供了金融服务，对传统金融服务有替代作用。其次，有些互联网金融业务与信托、银行紧密联结，抑或通过资产证券化将各类债权不断打包分销，因此针对具体类别穿透统计的难度很大。再次，许多互联网金融公司与属地金融监管部门之间的接口尚未建立，信息的收集和汇报渠道还不畅通。此外，互联网金融领域的创新速度极快，新产品、新模式总是层出不穷，这对监管规则的制定和更新也提出了较大的考验。 总之，在笔者看来，今年新经济的快速发展对中国经济起到了很大的支持作用，也在去杠杆使得传统基建、房地产领域出现一定回落的同时，对中国经济增速放缓起到了重要的对冲作用。然而，由于新产业、新业态、新型商业模式的发展在传统统计上难以充分体现，诸多领域如何统计方向尚不明确，可能会造成当前中国GDP的低估。尽快就新经济的统计进行修正与改进，以使得统计数据更准确地反映经济运行情况，为政策决策提供依据，对处于新旧模式转化的中国经济而言尤为必要。 作者为瑞穗证券董事总经理、首席经济学家,2018/3/5,新经济带动作用日显，统计或低估,http://opinion.caixin.com/2018-03-05/101217164.html
companies,“任何时候政策允许百度回来的话，我们肯定是希望能够尽早回到国内股市。”3月2日，全国政协委员、百度董事长兼首席执行官李彦宏接受媒体采访时对百度回归国内上市表态。 李彦宏称，一直希望百度能在国内整体上市，因为主要的用户和市场都在中国，如果主要股东也在中国就是最理想的情况。他指出，当年之所以去美国去上市，是因为当时的政策不允许，“我们VIE的结构从中国法律来看是一个外资公司。”这一问题今天仍然存在着政策的障碍。 据财新记者了解，近期，证监会会同沪深交易所密集调研“BATJ”（百度、阿里巴巴、腾讯和京东）及其相关概念的企业，探讨企业经营模式的同时，向这些企业伸出A股上市邀请的橄榄枝。,2018/3/3,A股欲拥抱新经济公司 李彦宏表态希望尽早回归,http://companies.caixin.com/2018-03-03/101216405.html
topics,3月2日，全国政协委员、全国律协副会长朱征夫和北京市人大代表、北京市人大财经委副主任文宗瑜、阿里巴巴副总裁孙军工就互联网发展和市场关注的“打假”立法问题展开讨论。 对于“电商平台应在假货案件中承担什么责任”的问题，全国政协委员、全国律协副会长朱征夫回应财新记者称：“电商平台并不是直接的产品销售商，所以追究电商平台的责任，在法律上未必走得通。”他举例称，在商场里面，每个柜台都是各个品牌自己在经营，如果在某个柜台买了假的东西，起诉商场在法律上未必站得住脚。他认为，网络平台能在“提供制假售假线索”方面发挥很大作用，加大打击力度。,2018/3/2,两会代表委员再议“打假”：互联网平台应该承担什么责任？,http://topics.caixin.com/2018-03-02/101216052.html
